HR_ID,DateKey,EmployeeID,Hours_Worked,Overtime_Hours,Absenteeism_Days,Productivity_Score,Training_Hours,Employee_Satisfaction_Score,Turnover_Risk_Score,Performance_Rating,Salary,Benefits_Cost,Efficiency_Ratio,Projects_Completed,Promotion_Eligibility,High_Potential
970,20241001,1414,146.59,0.0,3.0,86.21,9.67,84.49,0.0,3,41734,945.66,1.16,6,0,0
971,20241001,1688,177.2,14.36,2.1,88.64,25.33,86.45,0.0,3,106902,2467.12,0.99,5,0,0
972,20241001,1396,155.33,0.0,3.3,81.31,11.64,76.85,2.95,3,40353,1305.99,1.0,10,1,1
973,20241001,1748,153.62,0.0,2.6,85.29,18.28,85.49,0.0,3,103271,2655.76,0.94,10,1,0
974,20241001,1527,162.35,0.0,2.5,82.29,16.73,76.74,2.17,3,92096,2852.61,0.89,6,0,1
975,20241001,1454,151.96,0.0,2.2,87.54,24.6,80.1,0.0,3,98737,2107.59,0.98,3,0,1
976,20241001,1472,153.97,0.0,1.7,89.52,17.78,91.93,0.0,3,88567,2537.98,1.04,8,1,0
977,20241001,1758,196.8,0.0,0.7,88.93,22.2,87.48,0.0,3,243145,6718.62,0.99,3,1,1
978,20241001,1316,164.76,0.0,1.7,90.19,25.01,83.52,0.0,4,132374,3601.85,0.82,2,1,1
979,20241001,1547,217.15,0.0,0.5,90.89,36.0,94.74,0.0,4,498259,10913.31,1.02,1,1,1
980,20241001,1604,159.37,0.0,2.2,90.19,17.92,88.08,0.0,4,80541,1700.76,0.99,3,0,1
981,20241001,1329,145.32,0.0,2.0,82.17,16.3,90.11,6.76,3,81281,1881.97,1.04,3,1,0
982,20241001,1491,144.53,0.0,1.8,89.75,14.92,77.89,0.0,3,96111,2476.82,1.2,3,1,1
983,20241001,1575,159.59,0.0,3.2,80.21,13.11,86.11,3.83,3,72602,1628.78,0.82,3,1,0
984,20241001,1369,185.59,0.0,1.3,91.75,19.47,85.72,0.0,4,170453,5330.01,1.18,10,0,1
985,20241001,1448,151.07,0.0,1.6,85.1,18.56,91.72,0.0,3,104446,3187.22,0.87,2,1,0
986,20241001,1585,185.87,0.0,1.1,89.42,20.24,84.27,9.0,3,130700,2878.28,1.2,3,1,1
987,20241001,1778,164.82,19.47,2.1,90.0,24.1,89.27,0.0,4,86773,2769.73,0.87,1,1,1
988,20241001,1475,213.18,0.0,0.4,95.81,31.25,92.86,0.0,5,414664,11588.15,1.08,4,0,0
989,20241001,1325,198.7,5.16,0.6,92.2,29.38,87.06,0.0,4,435060,12527.45,0.96,1,1,1
990,20241001,1391,217.54,0.0,0.5,97.67,41.6,82.01,0.0,5,443466,11041.06,0.98,5,0,1
991,20241001,1560,186.79,0.0,0.9,89.65,32.97,75.98,0.0,3,305037,8643.97,1.2,2,0,1
992,20241001,1372,138.38,0.0,3.4,80.53,10.81,91.53,3.58,3,73186,1861.31,0.95,5,0,0
993,20241001,1418,155.28,0.0,2.0,92.09,15.57,89.48,0.0,4,81348,1848.95,1.2,1,0,0
994,20241001,1384,151.59,0.0,3.1,86.07,8.24,78.02,0.0,3,71521,1930.36,0.88,2,1,1
995,20241001,1729,174.0,0.0,1.3,92.89,21.86,75.85,0.0,4,138346,3123.12,1.07,4,0,1
996,20241001,1424,169.0,0.0,2.3,92.99,17.43,75.06,0.0,4,127291,3511.02,1.02,5,1,0
997,20241001,1353,153.01,0.0,2.0,86.9,17.05,84.25,0.0,3,92128,2153.68,0.98,4,0,0
998,20241001,1772,153.76,0.0,2.5,87.04,24.44,85.49,0.0,3,133686,2902.59,1.1,6,1,0
999,20241001,1468,142.26,0.0,3.7,86.22,10.24,80.56,0.0,3,55362,1534.75,0.93,6,1,1
1000,20241001,1523,187.33,0.0,0.4,92.1,42.36,90.92,0.0,4,439396,13145.86,1.07,6,0,0
1001,20241101,1638,180.36,0.0,0.9,95.57,24.02,80.01,0.0,5,213477,6797.76,0.94,10,0,0
1002,20241101,1755,158.79,0.0,2.0,89.77,13.16,76.2,0.0,3,54778,1517.29,1.06,4,0,1
1003,20241101,1383,152.14,0.0,1.8,80.11,13.07,78.4,3.91,3,67710,2164.52,1.01,5,1,1
1004,20241101,1675,175.55,6.24,1.3,91.57,17.8,89.97,9.0,4,197221,6126.14,1.1,8,1,1
1005,20241101,1778,159.37,0.0,1.7,92.58,24.95,82.16,0.0,4,92762,2350.35,0.9,8,0,0
1006,20241101,1713,141.54,0.0,3.0,84.18,15.8,94.82,0.66,3,56738,1763.67,1.16,7,0,0
1007,20241101,1496,150.86,0.0,2.5,91.47,17.16,75.02,0.0,4,95310,2933.4,0.9,2,1,1
1008,20241101,1388,164.25,0.0,1.6,85.13,25.67,87.84,0.0,3,90293,2601.56,0.88,8,1,1
1009,20241101,1576,145.58,0.0,3.2,80.85,10.24,94.82,3.32,3,56056,1865.57,0.99,3,1,0
1010,20241101,1445,187.41,0.0,0.6,90.9,34.43,80.49,0.0,4,485631,12284.53,1.19,2,1,1
1011,20241101,1550,142.49,0.0,1.6,89.41,25.91,94.34,0.0,3,135508,4401.12,0.95,7,1,1
1012,20241101,1579,152.61,0.0,1.7,92.33,19.2,83.53,0.0,4,185487,5442.01,0.84,10,1,0
1013,20241101,1394,157.43,0.0,1.7,89.81,19.42,84.63,0.0,3,109210,3337.32,1.17,1,0,0
1014,20241101,1785,159.56,0.0,1.8,87.17,18.79,89.9,0.0,3,87562,2717.18,0.92,3,0,1
1015,20241101,1727,179.74,0.0,0.4,93.56,44.63,84.01,0.0,4,361262,8352.1,1.03,3,0,0
1016,20241101,1795,162.37,0.0,1.4,85.04,27.67,75.32,9.0,3,140895,3908.86,1.17,4,0,0
1017,20241101,1647,137.15,0.0,3.2,86.65,14.19,84.05,0.0,3,82154,2285.5,1.0,6,0,0
1018,20241101,1798,147.23,6.94,2.1,79.57,9.86,94.61,4.34,2,43933,1022.19,1.08,2,1,0
1019,20241101,1754,144.85,0.0,2.6,89.08,24.57,86.19,0.0,3,96375,2947.08,1.0,6,0,1
1020,20241101,1380,171.25,0.0,0.9,91.35,32.62,84.99,0.0,4,251174,6016.34,1.18,9,0,0
1021,20241101,1356,172.11,0.0,0.9,91.33,34.08,77.51,0.0,4,266126,8132.11,1.08,1,1,0
1022,20241101,1683,157.85,0.0,2.4,81.97,13.73,76.37,2.42,3,87507,2232.54,1.1,8,1,0
1023,20241101,1710,161.27,6.84,1.1,89.75,36.06,78.1,0.0,3,239341,7102.34,1.14,6,1,0
1024,20241101,1426,154.08,0.0,3.5,78.58,13.0,90.59,5.14,2,48080,1322.24,0.86,8,1,1
1025,20241101,1641,142.47,0.0,1.9,83.17,11.0,89.57,1.46,3,71639,2128.18,0.87,7,0,0
1026,20241101,1423,170.02,0.0,1.2,87.19,19.4,77.18,0.0,3,115105,3762.99,1.0,4,1,1
1027,20241101,1489,152.82,0.0,1.6,94.9,32.06,76.45,0.0,4,165563,4682.2,0.88,8,0,1
1028,20241101,1717,160.3,0.0,1.7,85.74,28.96,90.74,0.0,3,199576,5294.15,0.99,8,0,0
1029,20241101,1751,213.71,0.0,0.4,92.75,47.98,80.74,0.0,4,322806,8404.34,1.08,6,0,1
1030,20241101,1307,195.15,0.0,0.5,96.39,47.59,87.26,0.0,5,387033,9423.82,0.83,4,0,1
1031,20241101,1696,154.72,0.0,3.6,83.98,11.22,88.21,0.82,3,50527,1455.86,1.07,3,1,1
1032,20241101,1657,175.41,0.0,1.8,87.93,26.22,79.13,0.0,3,133267,3984.01,0.85,1,0,1
1033,20241101,1709,197.93,0.0,0.5,94.46,33.56,87.09,0.0,4,410489,13540.33,1.07,10,1,0
1034,20241101,1568,144.69,8.25,2.1,89.41,21.06,91.87,0.0,3,126966,3228.11,1.09,9,0,1
1035,20241101,1420,150.49,0.0,2.1,83.66,12.74,93.36,10.07,3,61611,1710.07,1.18,3,1,1
1036,20241101,1363,171.25,0.0,1.3,92.65,20.29,86.05,0.0,4,146793,3864.46,0.92,9,1,1
1037,20241101,1474,133.54,0.0,2.1,83.94,8.21,86.64,0.85,3,55563,1363.81,0.97,4,1,0
1038,20241101,1434,187.25,0.0,0.8,92.17,21.56,91.9,4.5,4,196283,6000.99,1.02,6,0,0
1039,20241101,1615,176.97,0.0,1.5,92.71,18.58,93.02,9.0,4,136833,3170.17,1.17,7,1,0
1040,20241101,1354,147.69,0.0,3.5,78.76,9.89,89.35,4.99,2,51061,1480.65,1.03,4,0,1
1041,20241101,1707,159.16,0.0,2.3,87.44,17.68,85.9,0.0,3,55593,1387.11,1.04,6,0,1
1042,20241101,1543,161.99,0.0,1.3,92.54,22.45,80.77,0.0,4,199872,6283.61,0.98,8,0,1
1043,20241101,1627,174.63,0.0,1.5,88.12,28.23,76.95,0.0,3,128734,3381.74,0.99,8,0,0
1044,20241101,1746,179.87,0.0,0.9,94.94,21.2,93.08,0.0,4,190428,5080.21,1.18,7,0,0
1045,20241101,1761,164.43,0.0,3.2,80.84,17.96,85.45,3.33,3,66067,2166.75,1.13,1,1,1
1046,20241101,1584,188.6,8.03,1.1,92.76,25.38,79.37,4.5,4,340283,11093.98,1.13,5,1,1
1047,20241101,1538,146.65,0.0,1.8,90.98,15.48,85.0,0.0,4,122979,3499.4,1.09,3,1,1
1048,20241101,1317,152.97,0.0,2.0,85.83,12.56,87.73,0.0,3,79171,2071.89,0.98,2,1,1
1049,20241101,1397,206.81,0.0,0.4,99.34,38.58,81.92,0.0,5,352957,8019.5,0.82,9,0,0
1050,20241101,1745,190.02,7.04,0.4,95.84,31.44,80.58,0.0,5,388508,10660.21,1.07,1,0,0
1051,20241101,1323,158.33,0.0,2.4,89.08,18.39,87.19,0.0,3,89806,2110.36,1.03,5,1,1
1052,20241101,1321,159.62,0.0,1.2,86.0,29.44,94.07,0.0,3,153908,4517.33,1.16,1,1,0
1053,20241101,1771,171.72,0.0,1.8,85.97,23.16,76.54,0.0,3,156261,4779.2,1.01,5,0,0
1054,20241101,1524,182.29,0.0,1.0,88.53,32.39,91.55,4.5,3,325107,7589.33,1.05,6,1,1
1055,20241101,1342,150.61,0.0,2.6,82.97,10.97,83.24,1.62,3,79100,1654.8,1.1,3,1,1
1056,20241101,1313,212.75,0.0,0.6,97.44,33.05,94.83,0.0,5,427063,11059.45,0.85,6,0,1
1057,20241101,1606,159.35,0.0,2.3,77.22,7.51,93.55,6.22,2,72556,1626.72,1.09,7,1,1
1058,20241101,1437,162.86,0.0,3.0,89.98,10.97,84.58,0.0,3,94969,2064.5,1.14,10,0,1
1059,20241101,1305,159.18,0.0,2.4,83.15,18.0,84.87,1.48,3,63403,1525.03,0.88,1,1,1
1060,20241101,1777,151.48,0.0,1.8,85.78,18.02,83.03,0.0,3,125147,3905.58,0.98,6,0,0
1061,20241101,1580,146.69,6.09,1.9,91.41,23.23,77.52,0.0,4,104469,2852.65,0.93,10,0,0
1062,20241101,1310,159.05,0.0,2.4,88.3,16.29,84.93,0.0,3,122967,2666.4,1.05,10,1,1
1063,20241101,1705,172.0,10.8,1.7,93.25,27.06,91.68,9.0,4,144861,3485.53,1.03,6,1,0
1064,20241101,1757,177.55,0.0,0.6,99.21,44.81,89.71,0.0,5,409588,10071.12,0.92,2,1,1
1065,20241101,1477,156.34,0.0,1.5,89.51,20.81,88.22,0.0,3,173952,5006.26,1.07,10,1,0
1066,20241101,1485,164.07,0.0,2.0,84.92,19.25,91.62,0.06,3,65987,2142.73,0.84,1,0,0
1067,20241101,1656,175.98,0.0,1.0,90.33,24.64,89.99,0.0,4,206038,4412.14,1.11,5,1,0
1068,20241101,1667,201.55,0.0,0.4,93.87,50.24,77.73,0.0,4,356524,8705.43,1.14,3,0,0
1069,20241101,1723,162.69,0.0,1.7,85.7,31.67,81.98,0.0,3,184994,4888.27,0.85,8,0,1
1070,20241101,1493,181.34,0.0,0.5,91.64,36.71,91.02,0.0,4,392973,13074.37,1.09,9,0,0
1071,20241101,1706,141.44,7.19,1.9,90.14,22.45,88.11,0.0,4,126605,3288.0,0.89,4,0,1
1072,20241101,1668,181.32,0.0,1.1,96.85,33.44,87.49,0.0,5,277971,8490.2,0.9,8,0,0
1073,20241101,1498,137.35,17.23,3.7,80.84,7.24,79.83,3.33,3,78822,2453.69,1.17,2,0,0
1074,20241101,1417,158.41,0.0,1.5,91.38,17.91,89.04,0.0,4,162945,3954.24,1.0,9,1,1
1075,20241101,1739,190.05,16.81,0.6,96.89,39.3,90.26,0.0,5,370367,9328.5,0.82,7,0,0
1076,20241101,1644,161.5,0.0,1.2,88.62,21.02,90.47,4.5,3,201346,4194.79,1.05,8,0,0
1077,20241101,1398,162.85,0.0,0.7,91.34,37.2,89.87,0.0,4,213560,5489.34,0.83,4,0,0
1078,20241101,1320,160.87,12.12,0.8,96.6,21.31,79.41,0.0,5,201588,6315.59,0.89,2,1,1
1079,20241101,1503,153.03,0.0,2.2,81.68,18.02,85.23,2.66,3,80340,2187.43,0.9,6,1,0
1080,20241101,1659,163.58,0.0,2.3,80.38,12.62,92.07,8.2,3,54680,1453.8,1.05,10,1,1
1081,20241101,1517,177.6,0.0,0.4,91.16,49.98,79.65,0.0,4,405704,9302.79,1.11,3,1,0
1082,20241101,1494,178.88,0.0,0.7,89.09,37.12,82.16,4.5,3,225515,4809.26,1.02,7,0,0
1083,20241101,1549,149.65,12.88,1.6,90.27,19.51,90.79,0.0,4,145109,3771.08,1.05,1,1,1
1084,20241101,1375,173.09,0.0,1.1,85.1,29.56,91.51,9.0,3,115337,3593.34,0.96,5,0,0
1085,20241101,1316,169.64,0.0,1.9,83.41,25.07,77.42,1.27,3,141892,3961.32,0.93,1,1,1
1086,20241101,1747,179.47,6.87,1.4,93.23,27.34,87.28,0.0,4,138040,3148.97,0.91,2,1,1
1087,20241101,1413,154.25,0.0,2.6,82.51,12.88,90.11,1.99,3,54256,1395.48,1.17,2,1,0
1088,20241101,1660,142.5,0.0,3.0,83.07,11.37,92.31,10.54,3,58589,1709.93,1.15,1,0,0
1089,20241101,1764,187.43,0.0,0.8,89.55,33.11,79.41,4.5,3,210550,5993.71,1.2,7,0,0
1090,20241101,1697,188.25,7.0,0.4,97.08,41.04,86.6,0.0,5,369054,10266.15,0.85,3,1,0
1091,20241101,1773,149.51,0.0,2.4,88.33,19.3,81.91,0.0,3,56605,1520.66,0.82,4,1,0
1092,20241101,1760,165.44,0.0,2.6,83.17,16.74,83.52,1.46,3,119032,3743.93,0.84,5,1,0
1093,20241101,1721,206.64,0.0,0.4,90.81,36.11,94.67,0.0,4,380709,8745.42,0.89,8,1,1
1094,20241101,1331,206.78,0.0,0.5,93.69,37.81,79.8,0.0,4,449178,14808.29,1.02,10,0,1
1095,20241101,1418,149.93,0.0,1.9,92.1,19.38,87.01,0.0,4,140482,4005.55,0.91,4,1,1
1096,20241101,1750,142.37,0.0,3.1,79.39,7.93,81.8,13.49,2,54788,1542.01,0.98,4,1,1
1097,20241101,1372,150.24,0.0,2.8,81.43,7.96,80.91,2.86,3,71792,2367.04,1.11,9,1,1
1098,20241101,1581,137.8,15.35,2.5,85.33,18.11,84.63,0.0,3,98862,3261.99,1.14,4,1,0
1099,20241101,1341,162.28,15.33,3.1,88.72,18.49,92.88,0.0,3,95764,2771.95,1.08,3,0,1
1100,20241101,1424,154.1,0.0,2.2,92.32,20.34,87.22,0.0,4,111238,3448.45,0.84,6,1,0
1101,20241201,1727,199.37,0.0,0.6,93.86,42.11,85.24,0.0,4,326038,6858.43,1.07,7,1,1
1102,20241201,1391,181.9,0.0,0.4,98.49,48.81,93.03,0.0,5,311622,7343.63,0.81,10,1,0
1103,20241201,1412,134.07,7.35,1.8,91.59,15.26,80.0,0.0,4,122882,2885.27,0.88,10,1,1
1104,20241201,1415,191.44,0.0,0.5,98.26,31.64,89.0,0.0,5,322404,10504.75,1.06,7,1,0
1105,20241201,1754,139.42,0.0,2.0,87.67,19.91,77.96,0.0,3,95448,2429.87,0.94,4,1,1
1106,20241201,1504,134.75,0.0,2.9,77.99,11.16,90.68,5.61,2,69175,1669.0,1.07,7,0,0
1107,20241201,1689,139.07,0.0,2.6,80.99,17.39,90.21,7.71,3,69232,2218.87,0.83,3,0,1
1108,20241201,1437,146.54,10.72,3.2,86.17,12.97,86.42,0.0,3,90677,2255.01,0.91,6,0,1
1109,20241201,1675,169.68,0.0,1.6,85.7,23.82,77.75,9.0,3,189480,5045.89,1.11,8,0,0
1110,20241201,1322,143.62,0.0,1.8,83.37,18.55,94.05,1.3,3,87171,2152.73,0.93,10,1,1
1111,20241201,1350,151.83,0.0,0.9,87.22,28.86,88.93,0.0,3,318150,9883.39,0.96,9,0,1
1112,20241201,1562,148.22,10.28,1.8,91.98,21.13,94.24,0.0,4,121992,2649.86,1.18,5,1,1
1113,20241201,1525,163.11,0.0,1.8,94.11,25.7,83.06,9.0,4,196872,6256.29,1.18,9,0,1
1114,20241201,1781,179.48,0.0,0.5,92.01,33.8,91.23,0.0,4,391072,12832.06,0.93,2,0,1
1115,20241201,1308,162.2,0.0,1.0,87.15,35.22,93.29,0.0,3,258828,7853.3,0.97,8,1,1
1116,20241201,1459,138.27,0.0,1.7,93.97,28.13,84.65,0.0,4,148166,4520.95,1.05,2,0,0
1117,20241201,1638,178.15,0.0,1.2,96.47,34.22,80.8,0.0,5,295318,9478.92,1.03,7,1,0
1118,20241201,1324,132.41,0.0,2.7,86.19,10.55,89.12,0.0,3,42575,1228.08,0.82,8,0,0
1119,20241201,1753,136.43,0.0,1.9,90.93,24.76,75.22,0.0,4,183237,5711.26,1.1,2,1,1
1120,20241201,1467,142.93,0.0,2.6,86.21,18.99,78.93,0.0,3,70199,1981.86,0.85,9,1,1
1121,20241201,1438,144.61,0.0,3.2,80.05,7.31,83.23,3.96,3,67302,1428.42,1.04,5,0,1
1122,20241201,1761,153.25,0.0,2.4,86.41,18.09,76.83,0.0,3,60777,1803.08,0.89,4,1,0
1123,20241201,1442,156.72,0.0,2.3,90.23,25.92,83.38,0.0,4,149578,4183.58,0.91,9,0,0
1124,20241201,1674,158.72,0.0,1.1,93.01,29.59,77.41,4.5,4,319607,7114.84,1.16,4,0,0
1125,20241201,1401,150.25,19.24,2.9,82.61,14.32,75.99,1.91,3,85708,2075.76,0.82,10,1,0
1126,20241201,1683,146.68,0.0,2.2,83.59,11.56,75.5,1.13,3,66392,1585.53,1.17,5,0,1
1127,20241201,1421,192.13,0.0,0.5,94.51,39.69,85.37,0.0,4,334719,8654.04,1.06,8,1,0
1128,20241201,1565,166.22,0.0,0.4,95.88,47.55,88.04,0.0,5,312040,10139.21,0.82,1,0,1
1129,20241201,1402,137.06,0.0,2.3,86.02,9.31,90.74,0.0,3,57224,1263.43,1.05,3,1,1
1130,20241201,1377,127.64,0.0,2.9,87.77,11.92,94.31,0.0,3,68128,2010.5,0.95,4,0,0
1131,20241201,1622,151.33,7.77,2.5,86.81,22.83,75.72,0.0,3,142583,3005.62,0.83,3,0,1
1132,20241201,1343,169.1,0.0,0.4,97.27,37.98,76.41,0.0,5,325972,9908.15,1.15,9,1,1
1133,20241201,1334,143.39,0.0,1.6,90.25,18.55,87.05,0.0,4,84531,2463.81,1.02,10,1,0
1134,20241201,1496,146.01,0.0,1.6,89.47,15.32,90.3,0.0,3,103020,2443.36,0.98,2,0,1
1135,20241201,1378,145.75,18.41,2.8,78.94,11.39,92.5,4.85,2,53326,1165.38,1.15,9,0,0
1136,20241201,1416,175.27,0.0,1.2,91.89,23.92,84.75,0.0,4,198029,4676.61,1.15,8,1,0
1137,20241201,1766,157.15,0.0,2.5,85.01,22.93,76.74,0.0,3,84103,2267.04,1.16,8,1,1
1138,20241201,1758,156.63,0.0,0.7,89.45,27.66,94.08,0.0,3,271637,8781.61,1.1,1,0,0
1139,20241201,1736,134.54,0.0,1.7,90.87,14.9,80.62,0.0,4,102093,2544.67,0.87,2,1,0
1140,20241201,1404,151.32,0.0,1.1,95.58,27.21,86.38,4.5,5,308724,8928.49,0.97,7,0,0
1141,20241201,1682,147.94,0.0,2.2,85.94,14.31,80.97,0.0,3,129374,4153.5,0.88,4,1,0
1142,20241201,1615,142.75,0.0,1.4,91.85,23.57,93.54,9.0,4,102582,3223.52,1.14,5,0,0
1143,20241201,1509,152.81,15.74,3.1,80.03,11.24,77.27,8.48,3,75009,2285.85,1.09,4,0,0
1144,20241201,1501,147.11,0.0,1.9,91.8,20.52,85.53,0.0,4,104673,3157.71,0.83,10,1,0
1145,20241201,1470,147.13,0.0,0.9,88.91,29.14,77.0,0.0,3,186553,5197.22,1.12,8,0,0
1146,20241201,1669,137.77,0.0,1.8,92.65,26.82,86.29,0.0,4,129543,3566.03,1.0,4,1,0
1147,20241201,1492,141.79,11.02,3.2,86.76,12.96,79.89,0.0,3,57926,1341.29,1.16,8,0,0
1148,20241201,1440,167.27,0.0,1.2,95.36,35.37,84.4,0.0,5,277393,8242.56,1.04,6,0,0
1149,20241201,1400,136.4,0.0,2.3,90.12,14.47,85.77,0.0,4,115345,3528.77,1.05,1,1,0
1150,20241201,1546,120.41,0.0,3.4,80.75,10.21,91.51,3.4,3,56200,1597.36,1.09,9,1,1
1151,20241201,1345,139.87,0.0,1.9,89.68,32.43,75.45,9.0,3,184670,5972.72,0.85,2,1,0
1152,20241201,1661,176.5,0.0,0.4,96.04,37.88,84.99,0.0,5,403031,12530.52,0.89,4,1,1
1153,20241201,1646,146.51,0.0,1.6,84.55,23.33,83.37,0.36,3,128420,2822.15,0.95,4,1,0
1154,20241201,1731,147.84,5.73,2.0,80.83,17.27,87.19,3.34,3,64690,1594.19,1.11,1,1,1
1155,20241201,1527,127.95,0.0,2.1,89.9,16.39,83.42,0.0,3,81560,2482.74,0.84,3,0,0
1156,20241201,1533,137.62,0.0,1.9,80.88,16.18,91.74,3.3,3,52303,1372.27,1.09,5,1,1
1157,20241201,1650,152.27,0.0,1.0,93.72,32.59,80.27,0.0,4,183420,4125.28,1.02,6,0,1
1158,20241201,1317,145.28,0.0,3.0,88.05,10.92,94.27,0.0,3,96702,2760.79,1.09,1,0,1
1159,20241201,1631,163.98,0.0,0.6,94.26,36.58,94.57,0.0,4,410167,9383.12,1.18,3,1,0
1160,20241201,1743,151.67,0.0,3.2,85.55,10.64,87.83,0.0,3,57979,1784.19,0.93,6,0,0
1161,20241201,1693,152.42,0.0,1.9,93.5,23.44,79.55,0.0,4,178263,5098.96,1.07,5,1,0
1162,20241201,1309,164.41,0.0,1.4,94.69,27.81,91.12,0.0,4,108473,2364.0,0.83,2,0,1
1163,20241201,1348,133.32,0.0,3.4,78.68,9.78,78.21,5.06,2,61803,1791.88,1.18,1,1,0
1164,20241201,1641,130.34,0.0,2.7,84.58,12.62,91.52,0.34,3,51295,1430.6,1.0,2,1,0
1165,20241201,1394,131.35,0.0,1.5,87.45,25.61,75.88,0.0,3,131579,2852.96,1.12,6,1,0
1166,20241201,1306,138.8,0.0,3.3,78.82,12.27,75.83,4.94,2,44181,1319.45,0.9,4,1,1
1167,20241201,1648,144.36,0.0,3.8,81.21,7.23,86.87,3.03,3,57460,1888.85,1.03,4,0,0
1168,20241201,1425,132.0,0.0,1.9,85.2,17.41,77.35,0.0,3,86481,2512.53,1.03,6,0,0
1169,20241201,1668,168.02,0.0,1.3,92.22,25.75,93.13,0.0,4,227435,7389.29,1.11,4,0,0
1170,20241201,1319,177.28,0.0,0.5,97.88,51.51,80.11,0.0,5,430549,11926.22,1.14,2,0,1
1171,20241201,1357,154.44,0.0,1.5,86.18,31.75,81.82,0.0,3,162589,3510.56,1.11,10,0,0
1172,20241201,1472,143.67,0.0,2.4,91.52,17.85,77.31,0.0,4,140175,3289.13,1.04,7,1,0
1173,20241201,1524,164.56,17.89,1.1,90.19,26.29,93.22,4.5,4,258771,8499.72,1.01,6,1,1
1174,20241201,1510,136.05,0.0,3.4,77.15,10.36,94.84,15.28,2,47976,1080.77,1.19,7,0,1
1175,20241201,1518,156.92,0.0,0.8,91.46,31.76,85.22,0.0,4,203492,5572.28,1.15,8,1,0
1176,20241201,1556,137.63,0.0,2.3,89.17,16.21,86.32,0.0,3,88305,2257.45,1.11,3,1,0
1177,20241201,1593,136.24,0.0,2.6,82.13,14.72,89.57,2.3,3,55626,1294.56,0.92,10,0,0
1178,20241201,1634,141.42,0.0,1.9,83.48,23.14,88.75,1.22,3,141680,3490.33,0.95,9,1,1
1179,20241201,1353,138.66,15.22,2.5,85.78,17.62,79.59,0.0,3,88752,2906.13,1.18,5,1,1
1180,20241201,1633,168.23,0.0,1.6,85.19,23.76,81.79,0.0,3,102677,2586.86,1.0,4,0,0
1181,20241201,1700,147.58,0.0,2.6,86.54,22.9,84.72,0.0,3,130413,3593.75,0.99,9,0,0
1182,20241201,1485,134.86,0.0,2.5,88.91,16.59,85.67,0.0,3,88022,2642.22,0.88,7,1,0
1183,20241201,1724,147.36,0.0,1.7,87.88,25.81,77.55,0.0,3,101057,2624.96,1.08,4,1,1
1184,20241201,1673,168.49,0.0,0.6,91.57,34.07,86.22,0.0,4,417307,9199.6,0.98,5,1,0
1185,20241201,1403,169.79,0.0,0.5,95.27,30.06,89.96,0.0,5,369046,10954.22,1.04,4,1,1
1186,20241201,1726,124.51,0.0,3.8,77.51,7.04,94.82,5.99,2,44131,924.73,1.09,1,1,1
1187,20241201,1606,132.5,0.0,3.8,79.56,7.21,83.99,4.35,2,78240,2415.71,1.0,8,0,0
1188,20241201,1554,153.05,0.0,1.2,94.95,22.13,90.02,4.5,4,193299,6336.53,1.09,3,0,0
1189,20241201,1756,135.68,0.0,2.3,83.62,11.53,76.83,1.1,3,50034,1666.28,1.17,9,1,1
1190,20241201,1605,140.23,0.0,2.2,80.05,12.43,79.69,3.96,3,97200,2768.35,1.09,4,1,1
1191,20241201,1435,149.14,0.0,1.6,94.51,27.95,86.71,9.0,4,154742,4828.59,1.08,7,0,1
1192,20241201,1358,140.01,0.0,2.3,92.33,17.74,79.38,0.0,4,130110,2890.64,0.84,2,0,1
1193,20241201,1360,148.2,0.0,2.9,84.42,11.39,76.82,9.46,3,62159,1545.2,0.97,4,1,1
1194,20241201,1623,130.36,5.39,2.2,81.48,18.58,81.25,2.82,3,85311,1869.4,1.01,6,1,1
1195,20241201,1420,130.01,7.61,2.6,77.89,7.58,82.65,14.69,2,61464,1585.57,0.91,6,1,1
1196,20241201,1595,161.14,0.0,0.4,90.43,34.18,78.84,0.0,4,408257,12721.74,0.96,6,1,0
1197,20241201,1408,137.53,0.0,3.1,79.29,10.19,76.55,4.57,2,59625,1975.83,1.17,8,0,0
1198,20241201,1457,163.25,0.0,0.4,93.65,45.51,90.84,0.0,4,369462,11981.42,0.95,6,0,1
1199,20241201,1488,163.31,0.0,0.8,95.09,38.47,91.82,0.0,5,196071,5506.71,1.16,10,0,1
1200,20241201,1537,169.44,0.0,1.9,85.35,31.97,87.3,0.0,3,116691,3197.33,1.08,7,0,1
